pose.pose.position.x,pose.pose.position.y,pose.pose.position.z
0.0,0.0,0.0
-4.762411117553711e-05,-0.0015471279621124,-0.0005027949810028
-0.0007708669290877,-0.0016549826832488,6.872415542602539e-05
-0.0004851520061492,-0.0026712417602539,-0.0003556609444785
-0.0006358623504638,-0.0001995710190385,0.0011236369609832
-0.0003693402104545,-1.5020355931483207e-05,0.0009568035020492
0.0024648606777191,0.0005655884742736,-0.0025323033332824
0.0035366711672395,-0.0004163682460784,-0.0020540652330964
-0.0022613403853029,0.0023255795240402,0.0005425810813903
-9.029870852828026e-06,-0.0004190953914076,-1.0192394256591795e-05
0.0015052852686494,-0.0026147516909986,-0.0007945299148559
0.0011247996008023,0.0019006722141057,0.0002024471759796
0.0005052389460615,0.0003324152203276,-0.0009322463301941
0.0029733183328062,-0.0009589791297912,-0.0012230575084686
-0.0073250234127044,0.0055058449506759,0.003433168400079
0.0012491643428802,-0.0007290546782314,-0.0005062823183834
-0.0057421620003879,0.0036021769046783,0.0045337378978729
-0.0009216065518558,-0.0037885014899075,-0.0001120269298553
0.0002237260341644,0.0010484308004379,-5.02169132232666e-05
-0.0027196109294891,0.0013065339298918,0.0013226270675659
0.0009331405162811,-0.0008262841729447,-0.0011076033115386
-0.0002614556578919,-0.000683561025653,0.0004908442497253
-0.0017206670017912,0.0003075599088333,-0.0008210538653656
-0.0035401284694671,0.0015491098165512,0.0026338696479797
7.018446922302246e-05,0.0019900500774383,-0.0007476508617401
0.001635730266571,-0.0011603536549955,-0.0003928243822883
0.00113901484292,-0.0013715475797653,-0.0014879405498504
-0.0031296908855438,0.005503908265382,0.0024742782115936
0.0001727344933897,7.784366607666016e-05,0.000408082967624
-0.0012061001034453,0.000795841217041,-9.03010368347168e-05
-0.0023945569992065,0.0027305483818054,0.0012573897838592
-0.0037509207613766,0.0040709376335144,0.0025282502174377
-0.004251092672348,0.0006220035720616,0.0029468536376953
-0.007412492763251,-0.0013058037729933,0.0059956014156341
-0.0001049046404659,0.0016207547159865,0.000371306668967
-0.0014022588729858,3.68503388017416e-05,0.0002573430538177
