uwb_dists_0,uwb_dists_1,uwb_dists_2,posex,posey,posez
6.079999923706055,7.570000171661377,6.96999979019165,3.353397559635596e-10,-3.786828628449257e-10,4.727307434393424e-10
6.079999923706055,7.570000171661377,6.96999979019165,3.353397559635596e-10,-3.786828628449257e-10,4.727307434393424e-10
6.079999923706055,7.570000171661377,6.96999979019165,3.353397559635596e-10,-3.786828628449257e-10,4.727307434393424e-10
6.079999923706055,7.570000171661377,6.96999979019165,3.353397559635596e-10,-3.786828628449257e-10,4.727307434393424e-10
6.079999923706055,7.570000171661377,6.96999979019165,3.353397559635596e-10,-3.786828628449257e-10,4.727307434393424e-10
6.079999923706055,7.570000171661377,6.96999979019165,3.353397559635596e-10,-3.786828628449257e-10,4.727307434393424e-10
6.079999923706055,7.570000171661377,6.96999979019165,3.353397559635596e-10,-3.786828628449257e-10,4.727307434393424e-10
6.079999923706055,7.570000171661377,6.96999979019165,3.353397559635596e-10,-3.786828628449257e-10,4.727307434393424e-10
6.079999923706055,7.570000171661377,6.96999979019165,3.353397559635596e-10,-3.786828628449257e-10,4.727307434393424e-10
6.079999923706055,7.570000171661377,6.96999979019165,3.353397559635596e-10,-3.786828628449257e-10,4.727307434393424e-10
6.079999923706055,7.570000171661377,6.96999979019165,3.353397559635596e-10,-3.786828628449257e-10,4.727307434393424e-10
6.079999923706055,7.570000171661377,6.96999979019165,3.353397559635596e-10,-3.786828628449257e-10,4.727307434393424e-10
6.079999923706055,7.570000171661377,6.96999979019165,3.353397559635596e-10,-3.786828628449257e-10,4.727307434393424e-10
6.079999923706055,7.570000171661377,6.96999979019165,3.353397559635596e-10,-3.786828628449257e-10,4.727307434393424e-10
6.079999923706055,7.570000171661377,6.96999979019165,3.353397559635596e-10,-3.786828628449257e-10,4.727307434393424e-10
6.079999923706055,7.570000171661377,6.96999979019165,3.353397559635596e-10,-3.786828628449257e-10,4.727307434393424e-10
6.079999923706055,7.570000171661377,6.96999979019165,3.353397559635596e-10,-3.786828628449257e-10,4.727307434393424e-10
6.079999923706055,7.570000171661377,6.96999979019165,3.353397559635596e-10,-3.786828628449257e-10,4.727307434393424e-10
6.079999923706055,7.570000171661377,6.96999979019165,3.353397559635596e-10,-3.786828628449257e-10,4.727307434393424e-10
6.079999923706055,7.570000171661377,6.96999979019165,3.353397559635596e-10,-3.786828628449257e-10,4.727307434393424e-10
6.079999923706055,7.570000171661377,6.96999979019165,3.353397559635596e-10,-3.786828628449257e-10,4.727307434393424e-10
6.079999923706055,7.570000171661377,6.96999979019165,3.353397559635596e-10,-3.786828628449257e-10,4.727307434393424e-10
6.079999923706055,7.570000171661377,6.96999979019165,3.353397559635596e-10,-3.786828628449257e-10,4.727307434393424e-10
6.079999923706055,7.570000171661377,6.96999979019165,3.353397559635596e-10,-3.786828628449257e-10,4.727307434393424e-10
6.079999923706055,7.570000171661377,6.96999979019165,3.353397559635596e-10,-3.786828628449257e-10,4.727307434393424e-10
6.079999923706055,7.570000171661377,6.96999979019165,3.353397559635596e-10,-3.786828628449257e-10,4.727307434393424e-10
6.079999923706055,7.570000171661377,6.96999979019165,3.353397559635596e-10,-3.786828628449257e-10,4.727307434393424e-10
6.079999923706055,7.570000171661377,6.96999979019165,3.353397559635596e-10,-3.786828628449257e-10,4.727307434393424e-10
6.079999923706055,7.570000171661377,6.96999979019165,3.353397559635596e-10,-3.786828628449257e-10,4.727307434393424e-10
6.079999923706055,7.570000171661377,6.96999979019165,3.353397559635596e-10,-3.786828628449257e-10,4.727307434393424e-10
6.079999923706055,7.570000171661377,6.96999979019165,3.353397559635596e-10,-3.786828628449257e-10,4.727307434393424e-10
6.079999923706055,7.570000171661377,6.96999979019165,3.353397559635596e-10,-3.786828628449257e-10,4.727307434393424e-10
6.079999923706055,7.570000171661377,6.96999979019165,3.353397559635596e-10,-3.786828628449257e-10,4.727307434393424e-10
6.079999923706055,7.570000171661377,6.96999979019165,3.353397559635596e-10,-3.786828628449257e-10,4.727307434393424e-10
6.079999923706055,7.570000171661377,6.96999979019165,3.353397559635596e-10,-3.786828628449257e-10,4.727307434393424e-10
6.079999923706055,7.570000171661377,6.96999979019165,3.353397559635596e-10,-3.786828628449257e-10,4.727307434393424e-10
6.079999923706055,7.570000171661377,6.96999979019165,3.353397559635596e-10,-3.786828628449257e-10,4.727307434393424e-10
6.079999923706055,7.570000171661377,6.96999979019165,3.353397559635596e-10,-3.786828628449257e-10,4.727307434393424e-10
6.079999923706055,7.570000171661377,6.96999979019165,3.353397559635596e-10,-3.786828628449257e-10,4.727307434393424e-10
6.079999923706055,7.570000171661377,6.96999979019165,3.353397559635596e-10,-3.786828628449257e-10,4.727307434393424e-10
6.079999923706055,7.570000171661377,6.96999979019165,3.353397559635596e-10,-3.786828628449257e-10,4.727307434393424e-10
6.079999923706055,7.570000171661377,6.96999979019165,3.353397559635596e-10,-3.786828628449257e-10,4.727307434393424e-10
6.079999923706055,7.570000171661377,6.96999979019165,3.353397559635596e-10,-3.786828628449257e-10,4.727307434393424e-10
6.079999923706055,7.570000171661377,6.96999979019165,3.353397559635596e-10,-3.786828628449257e-10,4.727307434393424e-10
6.079999923706055,7.570000171661377,6.96999979019165,3.353397559635596e-10,-3.786828628449257e-10,4.727307434393424e-10
6.079999923706055,7.570000171661377,6.96999979019165,3.353397559635596e-10,-3.786828628449257e-10,4.727307434393424e-10
6.079999923706055,7.570000171661377,6.96999979019165,3.353397559635596e-10,-3.786828628449257e-10,4.727307434393424e-10
6.079999923706055,7.570000171661377,6.96999979019165,3.353397559635596e-10,-3.786828628449257e-10,4.727307434393424e-10
6.079999923706055,7.570000171661377,6.96999979019165,3.353397559635596e-10,-3.786828628449257e-10,4.727307434393424e-10
6.079999923706055,7.570000171661377,6.96999979019165,3.353397559635596e-10,-3.786828628449257e-10,4.727307434393424e-10
6.079999923706055,7.570000171661377,6.96999979019165,3.353397559635596e-10,-3.786828628449257e-10,4.727307434393424e-10
6.079999923706055,7.570000171661377,6.96999979019165,3.353397559635596e-10,-3.786828628449257e-10,4.727307434393424e-10
6.079999923706055,7.570000171661377,6.96999979019165,3.353397559635596e-10,-3.786828628449257e-10,4.727307434393424e-10
